"full_name","title","url","state","created","updated","closed","comments","body","author","days_open","days_no_activity"
"nlmixrdevelopment/nlmixr","Unclear how to specify covariates","https://github.com/nlmixrdevelopment/nlmixr/issues/11","closed",2017-06-14,2017-11-20,2017-11-20,8,"It is unclear how to specify covariates in the ODE form.

The following code works perfectly fine:
```
# NLMixr model-based analysis; no covariates
library(nlmixr, quietly=TRUE)
dat <- read.table(system.file(""examples/theo_md.txt"", package = ""nlmixr""), head=TRUE)
ode <- ""
KE = CL/V;
d/dt(depot) =-KA*depot;
d/dt(centr) = KA*depot - KE*centr;
CONC = centr/V;
""
mypar <- function(lKA, lV, lCL)
{
  KA <- exp(lKA)
  V <- exp(lV)
  CL <- exp(lCL)
}
specs <- list(fixed=lKA+lV+lCL~1, 
              random = pdDiag(lKA+lCL~1), 
              start=c(lKA=0.5, lV=-2.5, lCL=-3.2))
fit <- nlme_ode(
  dat, 
  model=ode, 
  par_model=specs, 
  par_trans=mypar, 
  response=""CONC""
)
nlme_gof(fit)
```

Adding in a covariate:
```
# NLMixr model-based analysis; covariates
library(nlmixr, quietly=TRUE)
dat <- read.table(system.file(""examples/theo_md.txt"", package = ""nlmixr""), head=TRUE)
ode <- ""
KE = (WT/70)^0.75 * CL/V;
d/dt(depot) =-KA*depot;
d/dt(centr) = KA*depot - KE*centr;
CONC = centr/V;
""
mypar <- function(lKA, lV, lCL)
{
  KA <- exp(lKA)
  V <- exp(lV)
  CL <- exp(lCL)
}
specs <- list(fixed=lKA+lV+lCL~1, 
              random = pdDiag(lKA+lCL~1), 
              start=c(lKA=0.5, lV=-2.5, lCL=-3.2))
fit <- nlme_ode(
  dat, 
  model=ode, 
  par_model=specs, 
  par_trans=mypar, 
  response=""CONC""
)
nlme_gof(fit)
```

We then receive an error message:
```
Error in ..ModList$m1$run(theta, ev, inits, transit_abs = FALSE, atol = 1e-08,  : 
  var(s) not found in input pars.
 WT 
```","rfaelens",159,0
"nlmixrdevelopment/nlmixr","nlme method leaves temporary folders behind","https://github.com/nlmixrdevelopment/nlmixr/issues/12","closed",2017-06-27,2018-04-06,2018-04-06,0,"The nlme_ode method leaves its temporary folders behind (e.g. file1b9d450716952.d) in the working folder. These should ideally be tidied up after estimation has been concluded. Also files fn.txt, Makevars. If we want to keep these temp folders, can we provide user option to name them and/or autoname them something non-random?","kestrel99",283,0
"nlmixrdevelopment/nlmixr","Option to suppress console compilation output ","https://github.com/nlmixrdevelopment/nlmixr/issues/13","closed",2017-06-28,2018-04-06,2018-04-06,0,"For automated qualification/testing purposes it would be useful to be able to suppress the R console output of the various fitting functions, in order to generate a clean test log. Can we have flags to enable this?","kestrel99",282,0
"nlmixrdevelopment/nlmixr","issue with installation in window","https://github.com/nlmixrdevelopment/nlmixr/issues/14","closed",2017-07-04,2017-11-20,2017-11-20,1,"When running install_github(""nlmixrdevelopment/nlmixr""), ar command is not found, wondering what's wrong with that. Below is the error message.

ar crv libdparse.a arg.o parse.o scan.o symtab.o util.o dparse_tree.o
make[1]: ar: Command not found
make[1]: *** [libdparse.a] Error 127
make[1]: Leaving directory `/cygdrive/c/Users/Dark/AppData/Local/Temp/RtmpC8oA2x/devtoolsf4c33634b58/nlmixrdevelopment-nlmixr-45fd1f4/src/d'
make: *** [libdparse] Error 2
Warning: running command 'make -f ""Makevars"" -f ""C:/PROGRA~1/R/R-34~1.1/etc/x64/Makeconf"" -f ""C:/PROGRA~1/R/R-34~1.1/share/make/winshlib.mk"" SHLIB_LDFLAGS='$(SHLIB_CXXLDFLAGS)' SHLIB_LD='$(SHLIB_CXXLD)' SHLIB=""nlmixr.dll"" WIN=64 TCLBIN=64 ' had status 2
ERROR: compilation failed for package 'nlmixr'
* removing 'C:/Users/Dark/Documents/R/win-library/3.4/nlmixr'
Installation failed: Command failed (1)

","rrrooonnn",139,0
"nlmixrdevelopment/nlmixr","Nonlinear non-population ODE model","https://github.com/nlmixrdevelopment/nlmixr/issues/15","closed",2017-09-01,2017-11-20,2017-11-20,9,"Hello nlmixr development team,

I am trying out nlmixr for the first time and have an issue. I have a multi dose data set (simulated) for a single subject. I am fixing most of the parameters and trying to estimate one parameter only. I do not need to BSV random effect. I am using nlme_ode() function and am getting the following error message.  I believe it is looking for random effect parameters formula. Any suggestions?

Also, how do I mention residual error structure in this type of model?

I am not sure how to attach a dataset here. I can send it in email if needed.

Thanks,
Krina

Model Code:

```
ode <- ""
CL=0.111;
Vmax=11.9;
Km=33.9;
V1=2.91;
Q=0.445;
V2=3.06;
C1 = centr/V1;
C2 = peri/V2;
d/dt(depot) = -KA*depot;
d/dt(centr) = KA*depot - CL*C1 - Vmax*C1/(Km+C1) - Q*C1 + Q*C2;
d/dt(peri)  = Q*C1 - Q*C2;
""
specs <- list(fixed=lKA~1, start=c(KA=-0.916))

mypar <- function(lKA) {KA=exp(lKA)}

fit <- nlme_ode(fitdata, ode, par_model=specs, par_trans=mypar, response=""C1"")
```

**_Error in reStruct(random, REML = REML, data = NULL) : 
  'object' must be a list or a formula_**

If I update the specs with the following, it works
`specs <- list(fixed=lKA~1, random=lKA~1, start=c(KA=-0.916))`","krinaj",80,0
"nlmixrdevelopment/nlmixr","License file needed","https://github.com/nlmixrdevelopment/nlmixr/issues/16","closed",2017-09-08,2017-10-16,2017-10-16,0,"Please add a license file to the repository 

https://help.github.com/articles/adding-a-license-to-a-repository/","guiastrennec",38,0
"nlmixrdevelopment/nlmixr","Freezing some of the parameters in SAEM in nlmixr","https://github.com/nlmixrdevelopment/nlmixr/issues/17","closed",2017-09-21,2018-09-22,2018-09-22,3,"Hello Rik, Wenping, and all,

I am trying out saem in nlmixr and wondering about how to freeze some of the parameters. I am hoping to read in some parameters directly from the dataset, but it does not work. It runs, but kind of defaults to some theta in estimates (I know for sure that it is not correct estimate at all). Here is what I am trying. I have V1, V2, CL, and Q defined in the dataset (Sims3) (same estimates for all IDs).

ODE <- 
""C1 = centr/V1;
C2 = peri/V2;
d/dt(depot) = -Ka*depot;
d/dt(centr) = F1*Ka*depot - CL*C1 - Q*C1 + Q*C2;
d/dt(peri) = Q*C1 - Q*C2;
""
mypar <- function(lKa, lKdeg, V1, V2, CL, Q)
{Ka = exp(lKa)
F1=F1
 V1=V1
 V2=V2
 CL=CL
 Q=Q
}

Sims3$COV <- 1
m2 = RxODE(ODE, modName=""m2"")
PRED = function() C1
saem_fit <- gen_saem_user_fn(model=m2, PKpars=mypar, pred=PRED)
model = list(saem_mod=saem_fit, res.mod=3, covars=""COV"")
inits = list(theta=c(Ka=0.1))
cfg = configsaem(model, data=Sims3, inits)
cfg$print = 50
fit = saem_fit(cfg)
summary(fit)
plot(fit)

Instead if I switch mypar with something like following, it works and gives me reliable estimates.
mypar <- function(lKa, V1, V2, CL, Q)
{Ka = exp(lKa)
 V1=2
 V2=3
 CL=0.3
 Q=0.2
F1=0.65
}

Any way to define parameters that I want to estimate in dataset rather than in function?

Thanks,
Krina
","krinaj",366,0
"nlmixrdevelopment/nlmixr","Error installing on Windows 10","https://github.com/nlmixrdevelopment/nlmixr/issues/18","closed",2017-10-08,2017-11-20,2017-11-20,5,"Hello,

I tried to following the installing instruction here:
https://github.com/nlmixrdevelopment/nlmixr/blob/master/inst/Installing_nlmixr.pdf

But as soon as I get to the step:
install_github('nlmixrdevelopment/nlmixr')
Or:
install_github('nlmixrdevelopment/RxODE')

I keep seeing this error message:
* installing *source* package 'nlmixr' ...
Warning in file(file, if (append) ""a"" else ""w"") :
  cannot open file 'C:/Users/Name/Documents/R/win-library/3.4/nlmixr/DESCRIPTION': No such file or directory
Error in file(file, if (append) ""a"" else ""w"") : 
  cannot open the connection
ERROR: installing package DESCRIPTION failed for package 'nlmixr'
* removing 'C:/Users/Name/Documents/R/win-library/3.4/nlmixr'
Installation failed: Command failed (1)

I tried running R in administrator mode but that didn't help. Does anyone know how I can solve this?

Thank you.","tmscs",43,0
"nlmixrdevelopment/nlmixr","Create LICENSE","https://github.com/nlmixrdevelopment/nlmixr/pull/19","closed",2017-10-16,2017-10-16,2017-10-16,0,"Fix Issue #16","mattfidler",0,0
"nlmixrdevelopment/nlmixr","Fitting sparse PK data","https://github.com/nlmixrdevelopment/nlmixr/issues/20","closed",2017-11-09,2017-12-21,2017-12-21,1,"Dear All,

nlmixr works pretty well with rich PK data. I wonder what is performance with relative sparse sampling schemes. Like using codes below:

library(nlmixr)

f <- function(){
  ini({
    lCl <- -3    # log Cl (L/hr)
    lVc <- -1    # log Vc (L)
    lKA <- 1     # log Ka (1/hr)
    add.err <- c(0, 0.2, 1)
    eta.Cl ~ 0.1 # BSV Cl
    eta.Vc ~ 0.1 # BSV Vc
    eta.KA ~ 0.1 # BSV Ka
  })
  model({
    ## First parameters are defined in terms of the initial estimates
    ## parameter names.
    Cl <- exp(lCl + eta.Cl)
    Vc <- exp(lVc + eta.Vc)
    KA <- exp(lKA + eta.KA)
    ## Next, the differential equations are defined
    d/dt(depot)  = -KA*depot;
    d/dt(centr)  =  KA*depot-Cl/Vc*centr;
    ## And the concentration is then calculated
    cp = centr / Vc;
    ## Last, nlmixr is told that the plasma concentration follows
    ## an additive error (estimated by the parameter add.err)
    cp ~ add(add.err)
  })
}

fit <- nlmixr(f, theo_sd, est=""saem"")
plot(fit)
A<-data.frame(theo_sd)
B<-subset(A,TIME>1)
B<-subset(B,TIME<4|TIME>12)
fit1 <- nlmixr(f, B, est=""saem"")


It doesn't fit for me, is there any other function or coding I can try?

Thanks,
Wangda","WangdaZ",42,0
"nlmixrdevelopment/nlmixr","source code for Acop poster","https://github.com/nlmixrdevelopment/nlmixr/issues/21","closed",2017-11-10,2018-09-22,2018-09-22,2,"do you have a github repository for the simulation and estimation models for the ACoP poster in 2016? Curious about results of the sparse datasets, so it would be great if you could provide a repo of all the work that generated the datasets and the model files for nonmem and nlmixr","vjd",316,0
"nlmixrdevelopment/nlmixr","saem + full block / nlme","https://github.com/nlmixrdevelopment/nlmixr/issues/22","closed",2017-11-21,2017-11-22,2017-11-21,9,"Hi all, 

Great work on the recent developments and release! Got it to work on all platforms now, nice job on that. Basic examples run fine, but encountered a few things when exploring one of the examples a bit deeper, not sure if I'm doing something wrong... Using Oral_1CPT data, and model example as given in help:

1. when using a full omega matrix (and using SAEM), a crash occurs:

*Omega matrix used:*
```
    eta_CL + eta_V + eta_KA ~ c(0.1,
                                0.05, 0.1,
                                0.01, 0.01, 0.1)
```

*Error:*
```
filed95537d84b6b.cpp:21:1001: error: no matching function for call to 'R_pow_di'
/Library/Frameworks/R.framework/Resources/include/Rmath.h:375:8: note: candidate function not viable: requires 2 arguments, but 1 was provided
double R_pow_di(double, int);
       ^
```

2. using the same oral 1cmt model with diagonal matrix but estimating with nlme, I get a crash after 4th iteration:

*call:*
```
fit   <- nlmixr(object = f, 
                data = d, 
                est = ""nlme"")

```
*error:*
```
**Iteration 3
LME step: Loglik: -37499.72, nlminb iterations: 23
reStruct  parameters:
       ID1        ID2        ID3 
-0.2728802 -0.3364310 -0.5006904 
varStruct  parameters:
    const 
-2.609917 
Error in nlme.formula(model = DV ~ (nlmeModList(""user_fn""))(lCL, eta_CL,  : 
  step halving factor reduced below minimum in PNLS step
```

Any ideas on these issues? First one seems some matrix definiteness issue perhaps? But second one occurs also with diagonal block.
 
Thanks!


","ronkeizer",0,-1
"nlmixrdevelopment/nlmixr","CRAN version does not work with nlme estimation","https://github.com/nlmixrdevelopment/nlmixr/issues/23","closed",2017-12-17,2018-02-07,2018-02-07,8,"Hi! 

Saw NLMIXR was now on CRAN. Tested the source version on Linux (R3.4.1) and Windows and the binary version on Windows in R3.3.3 and 3.4.1.

None of the versions worked on my machines and on my example. I had a self compiled version previously which worked nicely on all my NLMIXR examples ... bit weird ... especially as it had the same version number as the one on CRAN now. 

Example available here: http://web.intiquan.com/Stuff/NLMIXR/exampleNLMIXR.zip

Cheers,
Henning


","IntiQuan",52,0
"nlmixrdevelopment/nlmixr","installation problem","https://github.com/nlmixrdevelopment/nlmixr/issues/24","closed",2018-01-05,2018-01-26,2018-01-26,6,"
[installation_tests.txt](https://github.com/nlmixrdevelopment/nlmixr/files/1605347/installation_tests.txt)
[failure at step 7.txt](https://github.com/nlmixrdevelopment/nlmixr/files/1605348/failure.at.step.7.txt)

I was following along in ""Installation on Windows"" (https://github.com/nlmixrdevelopment/nlmixr) and things were basically working okay, although there were a few unit tests that failed (after a long time) in Step 6 (Install RxODE), last sub-step.  Then at Step 7, to actually install nlmixr, the other packages got installed fine, but nlmixr compilation failed.  I do not know why.

I pasted the output for Steps 1-6 in its own file (which is relatively big because of all the testing in Step 6), and the problematic Step 7 in its own file, both attached.

By the way, as for the Windows installer, it installs its own version of R and was invisible to the version of R I already had running just fine seen by RStudio, so I uninstalled all that prior to following the steps in ""Installation on Windows"".
  ","JSC67",21,0
"nlmixrdevelopment/nlmixr","Functional tests for nlmixr and question about one example, saem_theo1.R","https://github.com/nlmixrdevelopment/nlmixr/issues/25","closed",2018-01-09,2018-01-26,2018-01-26,7,"I'm working to install nlmixr for a client of mine, and I'm not sure if the installation was successful. Is there a set of functional tests for nlmixr that I could run to confirm the installation is correct? 

Also, I've tried running one of the examples, saem_theo1.R, and it appears to be broken. I get this error:

Error in numeric(neq) : invalid 'length' argument

in the statement, cfg   = configsaem(model, nmdat, inits)

This statement is problematic:

neq = attr(model$saem_mod, ""neq"")

I'm using the version on CRAN running on R-3.4.3 on Red Hat Linux 6.9.

Thank you.","bruc",17,0
"Roche/rtables","Learn from R package `flextable` and other table packages","https://github.com/Roche/rtables/issues/1","closed",2018-01-11,2021-04-26,2021-04-26,7,"For ideas and inspirations, you may consider the R package `flextable`. I just found it and drop it here for reference

browsing how they do things may inspire your solutions and/or implementations.

http://www.ardata.fr/blog/2018/01/flextable-0-4-0-is-out/","pavopax",1201,0
"nlmixrdevelopment/nlmixr","SymPy Installation Issues","https://github.com/nlmixrdevelopment/nlmixr/issues/26","closed",2018-01-23,2018-01-24,2018-01-24,3,"I installed and updated all recommended packages from the installation page on a MacOS Sierra. When attempting to run nlmixr examples, there is an issue loading sympy via snakecharmR . I keep getting the following error message:

Error in SnakeCharmR::py.exec(...) : Traceback (most recent call last):
  File ""<string>"", line 3, in <module>
ImportError: No module named sympy

/usr/bin/python: No module named pip
Error in SnakeCharmR::py.exec(...) : Traceback (most recent call last):
  File ""<string>"", line 3, in <module>
ImportError: No module named sympy

I'm assuming the error has to do with the Path snakecharmR uses when retrieving sympy. I installed pip, SnakeCharmR, and sympy  successfully, but I can't figure out why SnakeCharmR isn't able to load sympy. Any suggestions on how to fix this issue/ update the path? ","dionnajacobson",1,0
"nlmixrdevelopment/nlmixr","Issues with ""Running PK models with nlmixr"" tutorial","https://github.com/nlmixrdevelopment/nlmixr/issues/27","closed",2018-01-26,2018-01-28,2018-01-26,6,"Hi Matt,

As I think my nlmixr is properly running as far as I can tell (as I just posted in Issue #25), I think that there are two other issues with the ""Running PK models with nlmixr"" tutorial at https://cran.r-project.org/web/packages/nlmixr/vignettes/running_nlmixr.html which need addressing.  Following along with the first fit with the nlme algorithm, the numbers are different (between what I get and what's in the tutorial) but the differences are small, so that may be a bit irksome but isn't too disconcerting.  However, with the SAEM algorithm, the differences are substantial, as I reported a few weeks ago (but maybe the emphasis was lost with other things).  For example, in the tutorial the objective function value was 116.211 and the log likelihood was -58.1055, whereas I got OBJF = 349.6266 and log-likelihood = -174.8133 respectively.  I did set.seed() to two different values but seem to have gotten the same results both times.  Also, the plot should be unimodal for the theophylline data, but it's bimodal because somehow other data were included at a much later time.  (The theophylline data should only go up to about 25 hours, not 150.)  Here's the pasted output for the plot; there is a problem here somehow—DV shouldn't be lost:

> plot(fit.saem)
`geom_smooth()` using method = 'loess'
Warning messages:
1: Computation failed in `stat_smooth()`:
object 'DV' not found 
2: Computation failed in `stat_smooth()`:
object 'DV' not found 

[tutorial output.txt](https://github.com/nlmixrdevelopment/nlmixr/files/1669456/tutorial.output.txt)
[Rplot should be unimodal for fit.saem.pdf](https://github.com/nlmixrdevelopment/nlmixr/files/1669457/Rplot.should.be.unimodal.for.fit.saem.pdf)
","JSC67",0,-2
"nlmixrdevelopment/nlmixr","nlmeControl documentation issues","https://github.com/nlmixrdevelopment/nlmixr/issues/28","closed",2018-02-01,2018-02-28,2018-02-05,9,"I am interested in seeing the likelihood (or log-likelihood) for a combination of model, known parameter values, and a data set; this would be the value prior to any parameter optimization.  I've read the nlmixr documentation fairly carefully but it's not yet clear to me how best to do this.  I assume that this should be controlled by an option in nlmeControl or saemControl (but only the latter has an entry in the documentation [let's call this sub-issue 1]).  In the Package 'nlmixr' documentation (2017-11-09) under gnlmm, in the Examples section, there is this line:

```
fit = gnlmm(llik, pump, inits,
control=list(
reltol.outer=1e-4,
optim.outer=""nmsimplex"",
nAQD=5
)
)
```


What does nAQD control?  [sub-issue 2] It would be nice to have some discussion or reference to the control parameters.

Would something like this be suitable for getting only the initial objective function value or log-likelihood?

```R
fit <- nlmixr(one.compartment.model, data, est=""nlme"",
              control = nlmeControl(maxIter = 1, pnlsMaxIter = 1, msMaxIter = 1))
```
			  
Is this overkill or the best way to get this information? [sub-issue 3]

Thank-you,
James","JSC67",4,-23
